simple_sentence,truth_value
"Video shows Ukrainian air defenses in Sievierodonetsk shooting down “55 Ka 52 helicopters.” .
",meter-false
"""Thanks to failed Dem policies, beer is 9.1% more expensive."".
",meter-true
"“ Biden admits  $ 5 gas is being done on purpose ” “ this has  been his plan all along . ” . 
",meter-false
"“High-ranking Ukrainian officials caught splurging on luxury real estate in Switzerland.” .
",meter-false
"Sri Lanka ’ s president  Estonia ’ s prime minister. Ukrainian diplomats were arrested. . .
",meter-false
"“Belarus declares war on Poland.” .
",meter-false
"“Biden impeachment in progress.” .
",meter-false
"“Moscow was engulfed in flames” after a giant explosion..
",meter-false
"Ukrainian “attack destroys skyscraper in Moscow.” .
",meter-false
"The cost of a Fourth of July cookout in 2022 increased by 67.2 % . The cost of a Fourth of July cookout in of inflation . .
",meter-false
"Video claims Moscow turned into “sea of fire after being attacked by two mysterious missiles.” .
",meter-false
"“In every other major industrial country in the world … inflation is higher.” .
",meter-true
"""The impact of President Biden being beholden to the Green New Deal radicals in his party has electricity costs through the roof in Texas."".
",meter-false
"Three mass shootings were meant to distract from Hillary Clinton controversies..
",meter-false
"When Joe Biden “walked into this administration … 20 million people were on unemployment insurance benefits.” .
",meter-false
"“Bennie Thompson actively cheer-led riots in the ’90s.” .
",meter-false
"The official pride flag was altered to include Ukrainian colors..
",meter-false
"A BP oil executive named Brice Cromwell blamed the Biden administration for high gas prices..
",meter-false
"Biden gave Americans “the cheapest gas prices on Earth.” .
",meter-false
"“Zack Nunn saved over 2,000 Americans abandoned in Afghanistan by leading private rescue missions.” .
",meter-true
"CNN is recycling crisis actors in reports about a man dying in Afghanistan in 2021 in 2022. . CNN is recycling crisis actors in reports about a man dying at the Uvalde  Texas  school shooting in 2022. . 
",meter-false
"`` David Perdue voted with liberals ” for $ 10 trillion “ in new debt , his out-of-control federal spending is driving inflation through the roof . '' .
",meter-false
"A photo of Ukrainians with paintball guns proves the war is staged..
",meter-false
"The U.S. government’s inaction over buffalo killing that harmed Native American populations in the 1800s shows it is now “is creating food shortages” so that Americans are more “dependent on the government.” .
",meter-false
"Donations of baby formula to Ukraine helped cause the current U.S. shortage..
",meter-false
"“When unemployment goes down, inflation goes up.” .
",meter-false
"“Your government quietly confirmed the fully vaccinated are developing Acquired Immunodeficiency Syndrome.” .
",meter-false
"“Finland joins NATO.” .
",meter-false
"The NewProfilePic app is Russian spyware..
",meter-false
"“We’re one of the seven nations in the world that allow abortion on demand at 20 weeks.” .
",meter-true
"Joe Biden “inherited inflation of 1.7%.Now we 're well over 8 % . ” . Now we 're well over growing . ” . 
",meter-true
"The Biden administration has been ""recklessly releasing potentially dangerous Afghans into our communities."".
",meter-false
"NBC News “covered up Hunter Biden laptop story.” .
",meter-false
"Images show the Ukrainian flag being replaced by the Soviet Union flag in Mariupol in 2022. .
",meter-false
"Blinken, Austin trip to Kyiv may have been staged .
",meter-false
"Fires at food processing plants are an “attempt to starve us.” .
",meter-false
"“The White House presented commemorative coins” dedicated to Ukraine President Volodymyr Zelenskyy..
",meter-false
"A photo shows students in Lviv celebrating Adolf Hitler’s birthday..
",meter-false
"“While the initial increase in oil prices resulted in a near instantaneous increase in gas prices for consumers, the subsequent decrease in crude oil prices has failed to meaningfully provide relief for Georgia's families at the pump.” .
",meter-true
"Vladimir Putin “ended the Rothschild's control over Russia by nationalizing the Russian centralized bank."".
",meter-false
"Joe Biden's spending “has sent prices skyrocketing."".
",meter-true
"March 2022 moon crash was . March 2022 moon crash  orchestrated by the government  . March 2022 moon crash visible from Earth . .
",meter-false
"Fuel containing 15% ethanol will ruin a car engine..
",meter-false
"Joe Biden’s comments prove that food shortages are being “done deliberately by the governments of the world.” .
",meter-false
"Poland palace that Biden visited is fake..
",meter-false
"“ Mike Lee advised Trump 's legal challenges to overturn our election ” “ was one of only two senators . “ Mike Lee advised Trump 's legal challenges to overturn election ” “ was one of only two senators . “ Mike Lee was in on the scheme . ” . 
",meter-true
"Says Tucker Carlson said, “What if these bodies of tortured, dead civilians were staged?What if they’re fake?What if the Ukrainian military killed them & then blamed Russia?I’m not saying any of this is true, I’m just asking the questions.Why can’t we ask these questions?” .
",meter-false
"""Volodymyr Zelenskyy is a cousin of George Soros, Pentagon official says."".
",meter-false
"“The Russian army captured the U.S Major General Roger L. Cloutier Jr. … in the besieged Ukrainian Azov camp in Mariupol.” .
",meter-false
"Says Mike Gibbons said ""military service doesn't count as real work."".
",meter-false
"Says Gov.Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax."".
",meter-true
"The Strategic Petroleum Reserve has “been mostly empty” for decades..
",meter-false
"A video shows crowds shouting profanity at Joe Biden..
",meter-false
"“You go to a store, they don’t have bread.” .
",meter-false
"“Gas prices have been going up since the president’s first day in office, starting with his move to shut down the Keystone XL pipeline.” .
",meter-true
"“The Space Foundation has erased the honors previously bestowed on Yuri Gagarin, the first man to ever be in space.His name was stripped ‘in light of current events.’” .
",meter-false
"Putin beheaded bioweapon engineers in Ukraine..
",meter-false
"Gas prices are high “due to the Democrats’ war on fossil fuels.” .
",meter-false
"A video shows Ukraine President Volodymyr Zelenskyy singing “Imagine” by John Lennon..
",meter-false
"A photo of President Joe Biden leaving for Europe that the White House tweeted wasn’t actually taken on March 23. .
",meter-false
"Ukrainian President Volodymyr Zelenskyy wore a Nazi cross symbol..
",meter-false
"""Documents were published confirming Moderna created the COVID-19 Virus.” .
",meter-false
"Judge Ketanji Brown Jackson called  former President George W. Bush as “ war criminals in a legal filing . ” . Judge Ketanji Brown Jackson called  former Defense Secretary Donald Rumsfeld as “ war criminals in a legal filing . ” . 
",meter-true
"News networks covered Brett Kavanaugh ’ s confirmation hearing live. Not. Ketanji Brown Jackson ’ s hearing. . .
",meter-false
"“In April 1997, there was a ‘gas out’ conducted nationwide in protest of gas prices.Gasoline prices dropped 30 cents a gallon overnight.” .
",meter-false
"Photos show “Ukrainian farmers are slowly starting to build their own army.” .
",meter-false
"A photo shows ""NATO resupplying Ukrainian farmers anti-tank supplies."".
",meter-false
"Comparing the price of oil gas in June 2008 to March 2022 shows that oil companies are “ price gouging . ” . 
",meter-false
"“We haven’t seen a single American megachurch offer anything to help Ukrainians.” .
",meter-false
"“Make no mistake: The current spike in gas prices is largely the fault of Vladimir Putin.” .
",meter-true
"A video shows “massive explosion as Ukraine destroyed 280 Russian tanks to pieces using U.S. Javelin missiles."".
",meter-false
"“ While Ukrainians bled  Congressman Budd excused their killer . ” . “ While died  Congressman Budd excused their killer . ” . 
",meter-false
"Deceased Ukrainian fighter pilot Col. Oleksandr Oksanchenko was the “Ghost of Kyiv.” .
",meter-false
"“Vice President Kamala Harris laughs at the plight of Ukraine; at idea of America offering assistance” .
",meter-false
"Vice President Kamala Harris `` was asked about gasoline prices. ... She tried to defer to President Duda  the Polish president. . ``. .
",meter-false
"The U.S. military has reinstated a draft Women are included. . .
",meter-false
"Says Leonardo DiCaprio gave Ukraine $10 million..
",meter-false
"Joe Biden's cancellation of the Keystone pipeline ""dramatically increased Americans' dependence on Russian oil."".
",meter-false
