claim,truth_value,topic,year_of_publish
"After Russia went to war with Georgia in 2008, the U.S. sent a ""very strong message"" to Vladimir Putin by sending ""warships to the Black Sea"" and airlifting ""combat troops that Georgia had in Afghanistan"" back to Georgia.",meter-mostly-false,civil-conflict,2014
"Says she made an ""accurate prediction"" that if Barack Obama were elected it would encourage Russia to invade Ukraine.",meter-half-true,civil-conflict,2014
"""Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.""",meter-true,civil-conflict,2014
"Crimea was part of Russia ""until 1954, when it was given to the Soviet Republic of the Ukraine.""",meter-true,civil-conflict,2014
"In the event of a U.S. strike on Syria, ""the Russians will replace the weapons immediately. They’ve said it on the record. They’ve suggested they might even replace it with better stuff.""",meter-mostly-false,civil-conflict,2013
"The Obama administration ""called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.""",meter-half-true,civil-conflict,2012
Says Romney called Russia our No. 1 enemy.,meter-mostly-true,civil-conflict,2012
U.S. tax dollars sent to help Ukraine were laundered back by cryptocurrency firm FTX to help Democrats in midterms.,meter-false,weapons,2022
"President Joe Biden and Democrats ""send a fortune to Ukraine but nothing for our children.""",tom_ruling_pof,weapons,2022
“Ukraine has a nuclear bomb primed in Mykolaiv.”,meter-false,weapons,2022
"Photo shows “Russian soldiers with a Ukrainian girl, celebrating their human trophy.”",meter-false,weapons,2022
North Korea has taken military action against Russia.,tom_ruling_pof,weapons,2022
“The Russian army has surrendered in Donetsk!”,meter-false,weapons,2022
"“North Korea sent more than 100,000 troops to Russia for the Ukraine War!”",meter-false,weapons,2022
“Biden threatens to assassinate Ukraine president.”,tom_ruling_pof,weapons,2022
"“Putin humiliatingly blows up all weapons and facilities"" on Snake Island by retreating Russian troops.",meter-mostly-false,weapons,2022
Video shows Russian artillery tanks “completely destroyed by Bayraktar TB2 drones” on July 2.,meter-false,weapons,2022
"The Pentagon ""finally comes clean"" and ""admits...that there are 46 U.S. military-funded biolabs in Ukraine""",meter-false,weapons,2022
"With the $53 billion spent in Ukraine aid, the U.S. “could pay five SWAT members $80,000 each and have them at EVERY school front door.”",meter-half-true,weapons,2022
Video shows a “Russian pilot” escaping from jets and a Russian aircraft getting hit by a missile.,meter-false,weapons,2022
“Soldiers destroyed Russian tank with NLAW in ambush.”,meter-false,weapons,2022
A recent photo shows the “Russian Orthodox Church blessing a rocket called Satan.”,meter-false,weapons,2022
Photo of unbroken windows proves war in Ukraine is fake.,tom_ruling_pof,weapons,2022
"""America (is) trying to overthrow the Ukraine government just as the shadow government has infiltrated and overthrown the US government.""",meter-false,weapons,2022
Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.”,meter-false,weapons,2022
"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S.",tom_ruling_pof,weapons,2022
U.S. has biological weapons labs in Ukraine.,meter-false,weapons,2022
Video shows Russian President Vladimir Putin meeting with South Korea’s president.,meter-false,weapons,2022
“Putin bombs Biden-owned villa in Ukraine while hammering biolabs & pedophile rings.”,tom_ruling_pof,weapons,2022
The war in Ukraine is “scripted and staged.”,tom_ruling_pof,weapons,2022
"Russia unveiled a nuclear weapon, ""Satan 2,"" that is ""capable of destroying everything breathing in the world.""",meter-false,weapons,2022
Russia is targeting U.S. biological weapons labs in Ukraine invasion.,meter-false,weapons,2022
"Says Joe Biden is “withholding $150 million in aid from Ukraine” to “pressure Ukraine to drop all criminal investigations into him and his son, Hunter.”",meter-false,weapons,2021
"""Not once in his entire career in Washington, D.C., which started way back in 1991, has Democratic Socialist Bernie Sanders ever voted yes on sanctions against Russia.""",meter-half-true,weapons,2020
"Says President Donald Trump’s hold on Ukraine aid was like when ""the Obama administration withheld $585 million of promised aid to Egypt in 2013 ... (and within the  fiscal year) they didn't have to disclose the halt to anyone.""",meter-mostly-false,weapons,2020
"Says Bill Clinton ""gave nukes to North Korea,"" Barack Obama ""gave nukes to Iran,"" and Hillary Clinton ""gave uranium to Russia.""",meter-false,weapons,2019
"""The Russians are violating all of the rules, treaties, understandings that they committed to that actually kept the peace in Europe for nearly 70 years.""",meter-mostly-true,weapons,2019
"""Barack Obama put a permanent stop on this military aid to the Ukraine - he never allowed it to go.""",meter-mostly-false,weapons,2019
"""#MichaelCohen: Convicted of lying to Congress re: Russia investigation … #ElliottAbrams: Convicted of lying to Congress re: arming Contra death squads""",meter-mostly-true,weapons,2019
"""Russia, Iran, Syria & many others are not happy"" about U.S. troops leaving Syria.",meter-false,weapons,2018
"President Donald ""Trump’s latest set of sanctions against companies and countries benefiting North Korea includes every nation but one making shipments to (North Korea). The one nation Trump exempted from his punitive ban was . . . wait for it . . . drumroll: Russia.""",meter-mostly-false,weapons,2018
"""Obama released 10 Russian agents from U.S. custody in 2010 during Hillary’s uranium deal.""",meter-mostly-false,weapons,2017
"Russia has ""tremendous numbers of nuclear warheads — 1,800, by the way — where they expanded, and we didn't.""",meter-half-true,weapons,2016
"Says Hillary Clinton ""went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russia's nuclear stockpile.""",meter-half-true,weapons,2016
"Says Hillary Clinton ""gave up 20 percent of America's uranium supply to Russia.""",meter-mostly-false,weapons,2016
"Says New START, passed while Clinton was secretary of state, is a ""treaty cutting Russia’s nuclear arms.""",meter-half-true,weapons,2016
"Russia and China are ""doing naval exercises together someplace.""",meter-mostly-true,weapons,2016
"""Texas has a higher incarceration rate than Russia or Iran.""",meter-mostly-true,weapons,2016
"""Ukraine voluntarily gave up its nuclear weapons because the United States of America"" said it would ""ensure (its) territorial integrity from Russia.""",meter-false,weapons,2016
"Until the new Iran deal, China and Russia ""have never voted with us at the U.N. on any sanctions on Iran in the past.""",tom_ruling_pof,weapons,2016
"Says the Obama administration invited ""Russia into Syria.""",meter-mostly-false,weapons,2015
"""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""",meter-false,weapons,2015
"Russia and China ""absolutely said pretty clearly"" they would not keep economic sanctions on Iran if the United States ""walked away from the deal.""",meter-mostly-true,weapons,2015
"The United States stopped plans to build a missile defense shield in Eastern Europe ""as a gift to Russia.""",meter-half-true,weapons,2014
"In the event of a U.S. strike on Syria, ""the Russians will replace the weapons immediately. They’ve said it on the record. They’ve suggested they might even replace it with better stuff.""",meter-mostly-false,weapons,2013
"""A few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia.""",meter-half-true,weapons,2012
Says Romney called Russia our No. 1 enemy.,meter-mostly-true,weapons,2012
Photo shows fighting in Ukraine.,meter-false,guns,2022
"With the $53 billion spent in Ukraine aid, the U.S. “could pay five SWAT members $80,000 each and have them at EVERY school front door.”",meter-half-true,guns,2022
This video shows “Russian war in Ukraine.”,meter-false,guns,2022
"“The former Miss Universe-Ukraine, Anastasiia Lenna, turned in her high heels for some combat boots to fight for her country.”",meter-false,guns,2022
"""An 8-year-old Ukrainian girl confronts a Russian soldier telling him to go back to his country.”",meter-false,guns,2022
A photo showing young children saluting troops was captured in Ukraine in 2022.,meter-false,guns,2022
Actor Steven Seagal spotted among Russian special forces in Ukraine,meter-false,guns,2022
"""The United States doesn’t have the highest murder rate among developed countries. You look at Russia, you look at Brazil, those are countries that have 3 to 5 times higher murder rates than what we have here in the United States.""",meter-half-true,guns,2015
"The Obama administration ""called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.""",meter-half-true,guns,2012
Russia’s Army was “destroyed.”,meter-false,war-crimes,2022
The war in Ukraine is “all over.”,meter-false,war-crimes,2022
“Gas prices are down back to where they were before Russia invaded Ukraine.”,meter-true,war-crimes,2022
"Images of a woman having bloody makeup applied show ""fake combatant photos” in Ukraine.",meter-false,war-crimes,2022
U.S. tax dollars sent to help Ukraine were laundered back by cryptocurrency firm FTX to help Democrats in midterms.,meter-false,war-crimes,2022
"President Joe Biden and Democrats ""send a fortune to Ukraine but nothing for our children.""",tom_ruling_pof,war-crimes,2022
“Ukraine has a nuclear bomb primed in Mykolaiv.”,meter-false,war-crimes,2022
Video clips show staged war footage from Ukraine.,tom_ruling_pof,war-crimes,2022
A CNN headline shows Uganda’s president saying he doesn’t support Ukraine because it would be “disgusting.”,meter-false,war-crimes,2022
North Korea has taken military action against Russia.,tom_ruling_pof,war-crimes,2022
“The Russian army has surrendered in Donetsk!”,meter-false,war-crimes,2022
"“North Korea sent more than 100,000 troops to Russia for the Ukraine War!”",meter-false,war-crimes,2022
