idx,claim,origin,URL,truth_value,stated_on,topic
120,The Strategic Petroleum Reserve has “been mostly empty” for decades.,Donald Trump,https://www.politifact.com/factchecks/2022/apr/01/donald-trump/donald-trump-wrong-strategic-petroleum-reserve-has/,meter-false,"March 31, 2022",russia
121,"“You go to a store, they don’t have bread.”",Donald Trump,https://www.politifact.com/factchecks/2022/mar/30/donald-trump/donald-trump-says-stores-dont-have-bread-they-do/,meter-false,"March 29, 2022",russia
122,"“Gas prices have been going up since the president’s first day in office, starting with his move to shut down the Keystone XL pipeline.”",Donald Trump,https://www.politifact.com/factchecks/2022/mar/30/joni-ernst/ernst-says-gas-prices-are-rising-under-biden-they-/,meter-half-true,"March 19, 2022",russia
123,"“The Space Foundation has erased the honors previously bestowed on Yuri Gagarin, the first man to ever be in space. His name was stripped ‘in light of current events.’”",Donald Trump,https://www.politifact.com/factchecks/2022/mar/29/facebook-posts/space-foundation-didnt-revoke-honors-russian-cosmo/,meter-mostly-false,"March 20, 2022",russia
124,Putin beheaded bioweapon engineers in Ukraine.,Donald Trump,https://www.politifact.com/factchecks/2022/mar/29/facebook-posts/claim-putin-beheaded-bioweapon-engineers-called-tr/,tom_ruling_pof,"March 23, 2022",russia
125,Gas prices are high “due to the Democrats’ war on fossil fuels.”,Ron Johnson,https://www.politifact.com/factchecks/2022/mar/29/ron-johnson/no-democrats-arent-responsible-rising-gas-prices/,meter-mostly-false,"March 18, 2022",russia
126,The United Nations sent out an email instructing staff not to use the words “invasion” or “war’” when referring to Ukraine.,Ron Johnson,https://www.politifact.com/factchecks/2022/mar/28/facebook-posts/claim-un-told-staff-not-use-war-invasion-describe-/,meter-half-true,"March 17, 2022",russia
127,A video shows Ukraine President Volodymyr Zelenskyy singing “Imagine” by John Lennon.,Ron Johnson,https://www.politifact.com/factchecks/2022/mar/28/youtube-videos/does-video-show-zelenskyy-singing-imagine-john-len/,meter-false,"March 19, 2022",russia
128,"CNN staged a fire in Edmonton, Canada, and claimed it was filmed in Ukraine.",Ron Johnson,https://www.politifact.com/factchecks/2022/mar/28/viral-image/no-edmonton-jacket-isnt-proof-cnn-staged-fire-part/,meter-false,"March 28, 2022",russia
129,“The Simpsons” predicted Russia’s invasion of Ukraine.,Ron Johnson,https://www.politifact.com/factchecks/2022/mar/25/viral-image/no-simpsons-did-not-predict-russias-invasion-ukrai/,meter-false,"March 05, 2022",russia
130,CNN tweeted a picture of a Serbian resort and said it was in Ukraine.,Viral image,https://www.politifact.com/factchecks/2022/mar/25/viral-image/supposed-cnn-tweet-about-hotel-altered/,meter-false,"March 21, 2022",russia
131,"""Documents were published confirming Moderna created the COVID-19 Virus.”",Viral image,https://www.politifact.com/factchecks/2022/mar/24/blog-posting/no-study-doesnt-prove-moderna-created-covid-19/,meter-false,"March 14, 2022",russia
132,Judge Ketanji Brown Jackson called former President George W. Bush and former Defense Secretary Donald Rumsfeld as “war criminals in a legal filing.”,Viral image,https://www.politifact.com/factchecks/2022/mar/24/john-cornyn/ketanji-brown-jackson-didnt-call-bush-rumsfeld-war/,meter-half-true,"March 22, 2022",russia
133,Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.”,Viral image,https://www.politifact.com/factchecks/2022/mar/23/facebook-posts/video-appears-show-kenyan-soldiers-not-russians/,meter-false,"March 13, 2022",russia
134,"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S.",Viral image,https://www.politifact.com/factchecks/2022/mar/22/pearson-sharp/one-america-news-runs-conspiratorial-segment-claim/,tom_ruling_pof,"March 11, 2022",russia
135,"“In April 1997, there was a ‘gas out’ conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.”",Facebook posts,https://www.politifact.com/factchecks/2022/mar/22/facebook-posts/single-day-gasoline-boycott-isnt-silver-bullet-sol/,tom_ruling_pof,"March 17, 2022",russia
136,“Ukraine has been shooting residents of Donetsk and Lugansk just because they wanted to speak Russian.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/22/facebook-posts/no-evidence-support-claims-ukraine-killing-people-/,meter-false,"March 20, 2022",russia
137,Photos show “Ukrainian farmers are slowly starting to build their own army.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/21/facebook-posts/facebook-post-uses-edited-images-ukrainian-farmers/,meter-false,"March 16, 2022",russia
138,Russian President Vladimir Putin “was assassinated.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/21/blog-posting/clickbait-headline-about-vladimir-putins-supposed-/,tom_ruling_pof,"March 19, 2022",russia
139,"“Just a reminder that right before Ukraine was invaded, Hillary was found to be guilty of spying on a sitting U.S. president.”",Facebook posts,https://www.politifact.com/factchecks/2022/mar/18/facebook-posts/facebook-post-rehashes-false-claim-hillary-clinton/,meter-false,"March 14, 2022",russia
140,“Putin Vows to ‘Crush’ Child Traffickers in Ukraine”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/18/facebook-posts/there-no-evidence-putin-invaded-ukraine-fight-chil/,meter-false,"March 02, 2022",russia
141,"A photo shows ""NATO resupplying Ukrainian farmers anti-tank supplies.""",Facebook posts,https://www.politifact.com/factchecks/2022/mar/18/facebook-posts/viral-image-helicopter-lifting-tractor-does-not-sh/,meter-false,"March 10, 2022",russia
142,"""What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.""",Facebook posts,https://www.politifact.com/factchecks/2022/mar/18/tulsi-gabbard/tulsi-gabbard-falsely-claims-us-not-so-different-r/,tom_ruling_pof,"March 15, 2022",russia
143,“A West Virginia inspection sticker on an Uber” proves the car was not in Ukraine.,Facebook posts,https://www.politifact.com/factchecks/2022/mar/17/facebook-posts/news-video-shot-car-was-filmed-ukraine-not-west-vi/,meter-false,"March 13, 2022",russia
144,"A recent on-air protest can’t be real because ""there are no live on air television broadcasts in Russia. None. Ever.”",Facebook posts,https://www.politifact.com/factchecks/2022/mar/17/facebook-posts/news-and-other-programs-are-broadcast-live-russian/,meter-false,"March 15, 2022",russia
145,A video shows current “leaked footage of heavy war between Russia vs Ukraine”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/17/facebook-posts/video-not-current-its-footage-2014-and-2015/,meter-false,"March 15, 2022",russia
146,Comparing the price of oil and gas in June 2008 to March 2022 shows that oil companies are “price gouging.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/17/facebook-posts/persistent-high-gas-prices-dont-prove-price-gougin/,meter-false,"March 14, 2022",russia
147,“We haven’t seen a single American megachurch offer anything to help Ukrainians.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/16/tweets/american-megachurches-are-offering-support-ukraine/,meter-false,"March 07, 2022",russia
148,“Make no mistake: The current spike in gas prices is largely the fault of Vladimir Putin.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/16/joe-biden/joe-biden-blame-putin-high-gasoline-prices/,meter-mostly-true,"March 14, 2022",russia
149,“Wladimir Klitschko has auctioned off his 1996 Atlanta Olympic Games gold medal to raise money for the children of Ukraine.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/16/facebook-posts/ukrainian-boxing-star-auctioned-olympic-gold-medal/,meter-half-true,"March 14, 2022",russia
150,"A video shows “massive explosion as Ukraine destroyed 280 Russian tanks to pieces using U.S. Javelin missiles.""",Facebook posts,https://www.politifact.com/factchecks/2022/mar/16/facebook-posts/video-footage-javelin-missiles-and-explosion-not-u/,meter-false,"March 12, 2022",russia
151,"“While Ukrainians bled and died, Congressman Budd excused their killer.”",Facebook posts,https://www.politifact.com/factchecks/2022/mar/15/pat-mccrory/mccrory-misrepresents-budd-comments-russia/,meter-mostly-false,"March 08, 2022",russia
152,Deceased Ukrainian fighter pilot Col. Oleksandr Oksanchenko was the “Ghost of Kyiv.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/14/facebook-posts/ukraine-recognized-downed-pilot-hero-claims-he-was/,meter-false,"March 04, 2022",russia
153,"Vice President Kamala Harris ""was asked about gasoline prices ... and she tried to defer to President Duda, the Polish president.""",Facebook posts,https://www.politifact.com/factchecks/2022/mar/14/stephen-miller/no-kamala-harris-didnt-defer-polish-president-gas-/,meter-false,"March 13, 2022",russia
154,A Ukrainian combat medic who died in February was seen in a video Ukraine President Volodymyr Zelensky posted of his visit to see wounded soldiers.,Facebook posts,https://www.politifact.com/factchecks/2022/mar/14/tweets/no-zelenskys-hospital-visit-video-doesnt-feature-c/,meter-false,"March 13, 2022",russia
155,"The U.S. military has reinstated a draft, and women are included.",TikTok posts,https://www.politifact.com/factchecks/2022/mar/14/tiktok-posts/no-one-can-be-drafted-us-military-without-act-cong/,tom_ruling_pof,"February 26, 2022",russia
156,"""The US has made strides in reducing carbon emissions that other parts of the world have not.""",TikTok posts,https://www.politifact.com/factchecks/2022/mar/11/glenn-grothman/us-making-progress-cutting-greenhouse-gas-emission/,meter-true,"February 03, 2022",russia
157,"Joe Biden's cancellation of the Keystone pipeline ""dramatically increased Americans' dependence on Russian oil.""",TikTok posts,https://www.politifact.com/factchecks/2022/mar/11/mike-pence/mike-pences-group-falsely-blames-bidens-nixing-key/,meter-false,"March 07, 2022",russia
158,"""Donald Trump's appeasement of Putin wasn't just a personal act of treason, it's the Republican Party's official position.""",TikTok posts,https://www.politifact.com/factchecks/2022/mar/10/votevets/trump-acts-not-treason-and-gop-platform-reducing-u/,meter-mostly-false,"March 02, 2022",russia
159,"U.S. imports 1% of its oil from Russia while “Exxon, Chevron, BP and Shell profits are at their highest level in over 7 years.”",TikTok posts,https://www.politifact.com/factchecks/2022/mar/10/facebook-posts/yes-oil-companies-are-reporting-record-breaking-pr/,meter-mostly-true,"March 07, 2022",russia
160,Video shows Volodymr Zelenskyy singing “Endless Love” with his wife.,Viral image,https://www.politifact.com/factchecks/2022/mar/10/viral-image/no-isnt-video-zelensky-singing-lionel-ritchie-song/,meter-false,"March 08, 2022",russia
161,"Two years ago we were “drilling our own oil for $27 a barrel.” Now, thanks to Joe Biden, we’re “paying $105 a barrel to Russia.”",Viral image,https://www.politifact.com/factchecks/2022/mar/10/facebook-posts/social-media-post-drilling-and-cost-russian-oil-mi/,meter-false,"March 06, 2022",russia
162,U.S. has biological weapons labs in Ukraine.,Viral image,https://www.politifact.com/factchecks/2022/mar/10/instagram-posts/china-repeats-false-claim-us-has-biolabs-ukraine/,meter-false,"March 09, 2022",russia
163,Video shows Russian President Vladimir Putin meeting with South Korea’s president.,Viral image,https://www.politifact.com/factchecks/2022/mar/09/facebook-posts/video-shows-2019-meeting-north-korean-leader-not-s/,meter-false,"March 06, 2022",russia
164,"""Gas is high because they shut down production in the U.S.” under the Biden administration.",Viral image,https://www.politifact.com/factchecks/2022/mar/09/facebook-posts/oil-production-bidens-first-year-par-trump/,meter-false,"March 07, 2022",russia
165,An image shows “Ukrainian soldiers praying.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/09/facebook-posts/photo-soldiers-not-current-day-ukraine/,meter-false,"March 06, 2022",russia
166,“Putin bombs Biden-owned villa in Ukraine while hammering biolabs & pedophile rings.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/08/blog-posting/story-claims-putin-bombed-biden-owned-villa-and-ha/,tom_ruling_pof,"March 02, 2022",russia
167,“Worldwide data has confirmed the vaccinated are developing COVID vaccine-induced Acquired Immune Deficiency Syndrome.”,Facebook posts,https://www.politifact.com/factchecks/2022/mar/08/blog-posting/no-covid-19-vaccines-arent-causing-aids/,tom_ruling_pof,"March 06, 2022",russia
168,Dr. Anthony Fauci has not spoken or appeared publicly for several weeks.,Facebook posts,https://www.politifact.com/factchecks/2022/mar/07/facebook-posts/fauci-has-regularly-given-interviews-and-appeared-/,meter-false,"March 06, 2022",russia
169,"“As the world rallies around Ukraine, Mike Lee was one of only two senators to oppose sanctions on Putin. Then he flew to the Kremlin and discussed dropping sanctions. Lee even opposed arming Ukrainians fighting for their lives.”",Facebook posts,https://www.politifact.com/factchecks/2022/mar/07/evan-mcmullin/evan-mcmullin-ad-portraying-gop-utah-sen-mike-lee-/,meter-mostly-false,"March 06, 2022",russia
170,"“The former Miss Universe-Ukraine, Anastasiia Lenna, turned in her high heels for some combat boots to fight for her country.”",Facebook posts,https://www.politifact.com/factchecks/2022/mar/07/facebook-posts/no-former-ukrainian-beauty-queen-has-not-joined-uk/,meter-false,"February 27, 2022",russia
171,Ukraine issued a press release about Joe Biden,Facebook posts,https://www.politifact.com/factchecks/2022/mar/07/facebook-posts/press-conference-was-held-2020-orchestrated-russia/,meter-false,"March 01, 2022",russia
