,claim
2124,"ISIS sends out ""90,000 social (media) messages a day."""
2128,"The group that organized Texas Muslim Capitol Day in Austin ""was recently listed as one of 82 organizations designated as a terrorist group by the United Arab Emirates."""
2131,"""In Iraq and Syria, American leadership, including our military power, is stopping (the Islamic State’s) advance."""
2132,"""The right to vote in this country has never been intrinsically tied to citizenship."""
2134,"We've seen ""our deficits cut by two-thirds."""
2146,"Says President Barack Obama ""has lost more members of the House and more members of the Senate than any president ever has lost"" in modern times."
2147,"Says Barack Obama has ""the worst record of any president when it comes to putting America deeper in debt."""
2148,"""We’re borrowing 20% of (the federal) budget."""
2150,"""Every president since Eisenhower has taken executive action to address immigration issues."""
2151,"""The actions I’m taking"" are ""the kinds of actions taken by every single Republican president and every single Democratic president for the past half-century."""
2153,"Says his promise of 250,000 new private sector jobs was a ""big goal."""
2155,"Says the 1956 Republican Party platform supported equal pay, the minimum wage, asylum for refugees, protections for unions and more."
2157,"Ed Gillespie’s ""firm even lobbied for five foreign governments, including a dictator now awaiting trial for war crimes."""
2158,"Says Jeanne Shaheen has ""voted with the president 99 percent of the time."""
2163,"Says Thom Tillis ""refuses to say what we should do to combat ISIS."""
2166,"Under Rick Scott, there has been a ""historic $20 billion in funds for education."""
2167,"Under sequestration, the military was cut ""down to the smallest Army since 1940, the smallest Navy since 1915."""
2172,"Says President Barack Obama has launched ""twice as many strikes (on) countries that are predominantly Muslim"" than President George W. Bush."
2177,"Americans now ""support strikes (against ISIS) but the support for ground troops is not there. The support is very thin."""
2178,"The Obama administration is using as its ""legal justification for these airstrikes (on the Islamic State), an authorization for military force that the president himself has called for repeal of."""
2181,"Says President Obama ""has never made a statement ... that he wanted a residual force left (in Iraq)."""
2182,"""(Obama's) entire national security team, including his secretary of state, said we want to arm and train and equip (Syrian rebel forces), and he made the unilateral decision to turn them down."""
2184,"In Tripoli, ""jihadists today swim in our embassy pool."""
2186,"The United States had ""allies lined up"" for air strikes in Syria and then Obama ""pulled the rug out."""
2187,"Police in the United States are allowed to use tear gas even though it ""has been classified as a chemical weapon and banned in international conflict since 1993."""
2188,"The Obama administration originally ""wanted 10,000 troops to remain in Iraq -- not combat troops, but military advisers, special operations forces, to watch the counterterrorism effort."""
2191,"Says Rep. Tom Reed, R-N.Y., ""voted to raise the Social Security retirement age on us."""
2193,"""The number of SWAT raids have gone up by 1,400 percent since the 1980s."""
2196,"The Islamic State, or ISIS, was ""cast off by al-Qaida because"" it was ""considered too extreme."""
2197,"Top U.S. intelligence officials have told ""every member of Congress, including the president, we’re about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq."""
2201,"Israel in the last three weeks has ""killed more Palestinian children, more than 200, than the total number of Israeli soldiers killed in military operations since 2006."""
2204,"""By some estimates, as few as 2 percent of the 50,000 (Central American) children who have crossed the border illegally this year have been sent home."""
2205,"The states that are doing ""better"" are the ones that have no state income tax."
2206,"Russia ""has an economy the size of Italy."""
2207,"Between June 30 and July 10, CNN interviewed ""17 Israeli public officials versus one"" Palestinian official."
2209,"There are fewer wars, there are fewer people dying in wars ""now than there have been in quite some time."""
2210,"""The so-called defense minister of the People's Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media."""
2212,"""This president has offered fewer executive actions than almost any other president preceding his presidency in recent history."""
2213,"""There are more than 46 million Americans living in poverty today -- the largest number in 54 years."""
2215,"President Obama has left the U.S. with the lowest number of active-duty troops since before World War II, putting the nation at risk."
2220,"""For the cost of the Iraq War we could’ve ended world hunger for 30 years."""
2223,"""By 2006, the American people were overwhelmingly against the Iraq War."""
2225,"""Thousands of Westerners and Americans"" are fighting with extremists in eastern Syria and Iraq."
2229,Says Hillary Clinton’s approval rating went from 70 percent to 52 percent in 18 months.
2232,"""In Iran in 1979, the extremists hijacked the broad-based popular revolution against the Shah and established a brutal theocracy."""
2233,"""By the time I left"" the State Department, ""economic growth was up and opium production was down"" in Afghanistan, while ""infant mortality declined"" and school enrollment rose by more than sevenfold."
2239,"The five Taliban detainees being released from Guantanamo in exchange for captured Army Sgt. Bowe Bergdahl ""are the hardest of the hard-core. These are the highest high-risk people."""
2240,"Says Hillary Clinton ""defended Syria’s President Assad as a possible reformer at the start of that country’s civil war."""
2244,"Cap and trade legislation ""was originally a Republican idea."""
2246,"In the Georgia-Russia conflict, ""we flew a brigade of Georgian soldiers"" from Iran to Georgia and ""sent U.S. ships into the Black Sea and provided various kinds of supplies."""
2247,"""Virtually no Republican"" in Washington accepts climate change science."
2249,"Says he’s ""the only licensed firearms dealer in America running for Congress."""
