,claim
1542,"Says Joe Manchin ""supported Obama and Clinton's campaigns to kill coal jobs."""
1543,"""Barron Trump was born in March 2006 and Melania wasn’t a legal citizen until July 2006. So under this executive order, his own son wouldn’t be an American citizen."""
1545,George Soros was an SS officer.
1546,"Says ""billionaire George Soros bankrolls"" Minnesota Democrat Dan Feehan, who is ""employed by a Soros-funded liberal outfit in D.C."" and his campaign is ""propped up by out of state super PACs backed by Soros' millions."""
1547,"""If a statue of a person in the park on a horse has both front legs in the air, the person died in battle. If the horse has one front leg in the air, the person died as a result of wounds received in battle. If the horse has all four legs on the ground, the person died of natural causes."""
1548,"""Many presidents don’t get the chance to put a Supreme Court justice on."""
1551,"""The KKK was formed by the Democratic Party."""
1552,"Saudi Arabia has ordered $450 billion, ""$110 billion of which is a military order,"" producing ""over a million jobs."""
1558,"West Virginia has ""more veterans per capita"" than any state."
1560,"Says Sen. Richard Blumenthal said he served in Vietnam in ""Da Nang Province. Soldiers dying left and right as we battled up the hill."" And ""then he cried when (the press) caught him."""
1563,"Says that Dianne Feinstein said that ""all vets are mentally ill in some way and government should prevent them from owning firearms."""
1569,"Says Andrew Gillum has a ""far left socialist platform."""
1570,"Says ""I have been through the gauntlet, when we had riots in that Capitol."""
1572,"""The Dutch (Afrikaners) were"" in South Africa ""first."""
1573,"""John McCain was pardoned for treason"""
1577,"Says Winston Churchill said, ""The fascists of the future will call themselves anti-fascists."""
1579,"""You see the Nazi platform from the early 1930s ... look at it compared to the (Democratic Party) platform of today, you're saying, 'Man, those things are awfully similar.'"""
1580,"""Just last year we gave the military a $700 billion budget increase, which they didn’t even ask for."""
1582,"""Wow, highest Poll Numbers in the history of the Republican Party. That includes Honest Abe Lincoln and Ronald Reagan."""
1586,"""The Russian state has never interfered ... into internal American affairs including election process."""
1588,"Says Bernie Sanders was indifferent to Russia's annexation of Crimea because he felt ""they have a lot of Russians anyway."""
1590,"""Chicago is experiencing right now the highest employment since 1950."""
1591,"""Obama secretly gave citizenship to 2,500 Iranians as part of nuke deal."""
1592,"Sen. Kamala Harris is ""supporting the animals of MS-13."""
1593,"Says the ""Pope calls for world wide gun confiscation except for the UN"""
1599,"""Just in: John Kerry facing prison."""
1600,"""USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!"""
1602,"""Pope Francis: Gun owners ‘can’t call themselves Christian’"""
1604,"Says Beto O’Rourke had a ""resolution to legalize all narcotics--including heroin and other deadly opioids."""
1607,"""Denzel Washington: With Trump we avoided war with Russia and Orwellian Police State"""
1608,"""Most of our taxes are spent on the so-called ‘War on Terror.’"""
1610,"""Clinton Email: We must destroy Syria for Israel"""
1611,"""I think we're actually ahead"" on legalizing marijuana for recreational use in New York state."
1612,"""Red Crescent Says No Evidence of Chemical Attack in Syria’s Douma."""
1613,"There are ""paid protesters"" involved in the Stephon Clark demonstrations."
1616,"""A lot"" of Sen. Sherrod Brown’s policies ""reflect that interest in Marxism"" and a fondness for communism."
1618,An all-female construction company built the Florida bridge that collapsed.
1619,"Shoes on the Capitol lawn represent 7,182 students who were killed in U.S. schools since 2012."
1620,"Says Beto O’Rourke wants ""open borders and wants to take our guns."""
1622,"Says Sen. Tammy Baldwin ""claims to support a 'Buy America' philosophy, but her actions speak louder than her empty words."""
1628,"""Adolf Hitler confiscated all the weapons — took all the weapons, had a registry of everybody — and then on the night of June 30, 1934, sent out his secret police and murdered all of his political opponents."""
1632,"""Under the previous administration it was … $100 to fill a car. American energy has delivered. Now it's $60. That’s $40 you have in your pocket … that you wouldn’t have."""
1634,"Says Melania Trump hired exorcist to ""cleanse White House of Obama demons."""
1635,"Says he’s a ""retired U.S. Navy officer."""
1638,"At the State of the Union address, Democrats, ""even on positive news … were like death and un-American. Un-American. Somebody said, ‘treasonous.’ I mean, yeah, I guess, why not? Can we call that treason? Why not?"""
1639,"""Fall River, Massachusetts was not 'built by immigrants.' """
1644,"There is ""substantial evidence of voter fraud."""
1645,"""We have signed more legislation than anybody. We broke the record of Harry Truman."""
1646,"""Breaking: Muslim New Jersey Mayor just banned the word ‘Christmas.’"""
1648,"Says Sen. Mitch McConnell's delay in seating Alabama Sen.-elect Doug Jones ""is a flagrant violation of Senate policy, which requires Jones assume office the instant one of them wins the election."""
1649,"""The FBI has become America's secret police …  like the old KGB."""
1651,"""Civil war erupts in Sweden as irate Swedes burn nine Muslim refugee centers to the ground"""
1652,"Iran’s regime ""every Friday declares war on us."""
1654,"""Texas Church shooter was Antifa and wanted to start (a) ‘communist revolution.’ """
1656,"Says Patrick Morrisey ""ran for Congress in NJ as pro-choice."""
1659,"""The KKK was founded as the military arm of the Democratic Party."""
1663,"""Bob Corker gave us the Iran Deal."""
1665,"Ending the estate tax would ""protect millions of small businesses and the American farmer."""
1667,"Democrats ""setup"" and ""manipulated"" the political violence in Charlottesville"
1669,"""Georgia mosque keeps Hurricane Harvey donations, will send to Syrian refugees instead"""
1670,"Says Adam Sandler said ""Mormons are some of the most decent people I’ve ever come across."""
1671,"""At the PEAK of slavery in 1860, only 1.4% of Americans owned slaves. What your history books (don't) tell you is that 3,000 blacks owned a total of 20,000 slaves the same year."""
1672,"""The United States ended slavery around the world, and maybe we should get some credit for that, too."""
1673,"""Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!"""
1675,"""Charlottesville car attacker is anti-Trump Antifa supporter."""
1676,"""There's no such thing as a lone wolf. ... That was a phrase invented by the last administration to make Americans stupid."""
1677,"""My first order as president was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before."""
1678,"U.S. Sen. John McCain ""was singlehandedly responsible for starting a fire on (the) USS Forrestal aircraft carrier."""
1681,"""Barack Obama tweets sick attack on John McCain, says he should have died."""
1682,"""We've achieved a historic increase in defense spending to get our troops the support they so richly deserve."""
1684,"""Kim Jong Un dead: North Koreans calling Trump an assassin"""
1686,"Says Ted Kennedy met ""with the KGB in order to beat Ronald Reagan in 1984."""
1687,"Says his job approval poll numbers are ""not bad"" relative to other presidents at this point in his presidency."
1688,"""The president in no way, form or fashion has ever promoted or encouraged violence."""
1690,"""We're pretty much at the 50 percent mark"" on deportations of MS-13 gang members."
1699,"In 2008, ""candidate Obama, he's not even president-elect, sends William Miller over to Iran to establish a back channel and let the Iranians know that should he win the election, they will have friendlier terms."""
