,claim,truth_value
304,Deceased Ukrainian fighter pilot Col. Oleksandr Oksanchenko was the “Ghost of Kyiv.”,meter-false
305,“Vice President Kamala Harris laughs at the plight of Ukraine; at idea of America offering assistance”,meter-false
306,"Vice President Kamala Harris ""was asked about gasoline prices ... and she tried to defer to President Duda, the Polish president.""",meter-false
307,"The U.S. military has reinstated a draft, and women are included.",meter-false
308,Says Leonardo DiCaprio gave Ukraine $10 million.,meter-false
309,"Joe Biden's cancellation of the Keystone pipeline ""dramatically increased Americans' dependence on Russian oil.""",meter-false
310,"""Donald Trump's appeasement of Putin wasn't just a personal act of treason, it's the Republican Party's official position.""",meter-false
311,Video shows Volodymr Zelenskyy singing “Endless Love” with his wife.,meter-false
312,A Time magazine cover shows Vladimir Putin with Hitler’s mustache.,meter-false
313,"""Gas is high because they shut down production in the U.S.” under the Biden administration.",meter-false
314,An image shows “Ukrainian soldiers praying.”,meter-false
315,“Worldwide data has confirmed the vaccinated are developing COVID vaccine-induced Acquired Immune Deficiency Syndrome.”,meter-false
316,Dr. Anthony Fauci has not spoken or appeared publicly for several weeks.,meter-false
317,Ukraine issued a press release about Joe Biden,meter-false
318,Video shows Ukrainian crisis actors come to life after pretending to be dead.,meter-false
319,Image shows Ukrainian President Volodymyr Zelensky “has joined the front lines with his troops.”,meter-false
320,Says Vladimir Putin said the West is controlled by Satanic pedophiles.,meter-false
321,“I’ve been in and out of Iraq and Afghanistan over 40 times.”,meter-false
322,“NEW: Biden Admin. instructs Americans to social distance and wear masks in the event of a Nuclear Fallout.”,meter-false
323,Ukrainians altered this street sign to tell Russian troops to go “f---” themselves.,meter-false
324,"""Ukrainian fighter-ace known as the 'Ghost of Kyiv's real name is Samuyil Hyde.”",meter-false
325,“NATO (under direction from the United States) is violating previous agreements and expanding eastward.”,meter-false
326,"The Keystone XL pipeline ""would have produced 830,000 barrels of oil per day, more than enough to offset what we import from Russia.""",meter-true
327,"President Joe Biden said, “The idea that we’re going to send in tanks to Ukraine, that’s called World War III.”",meter-false
328,“Joe Biden’s war on American energy caused this crisis and his only response has been to drain our strategic petroleum reserve to its lowest level since 1983.”,meter-false
329,The amount the U.S. has spent in Ukraine is “double the U.S. expenditure for its own war in Afghanistan.”,meter-false
330,"""Biden drained America's Strategic Petroleum Reserves to the lowest level since 1984.""",meter-true
331,"“There may be a new pandemic on the way after the release of a 50,000-year-old zombie virus.”",meter-false
332,Climate change is “dictated by solar activity and the moon” and has “nothing to do with mankind.”,meter-false
333,Police dispatch audio from Paul Pelosi’s attack was recorded in a Moscow studio.,meter-false
334,Former President Donald Trump issued an Oct. 27 statement saying he was told his Twitter account “will be back up and running on Monday.”,meter-false
335,Antony Blinken “confesses that Biden” is responsible for the Nord Stream pipeline leaks.,meter-false
336,“I voted with Trump on trade.”,meter-true
337,President Joe Biden admitted having an inappropriate relationship with a minor.,meter-false
338,“President Xi of China under house arrest” amid “coup by the PLA.”,meter-false
339,"Another continent may exist beneath Antarctica, which is also home to homicidal sea creature of unknown origin",meter-false
340,Brittney Griner is really a man.,meter-false
341,“Virginia now has the most liberal abortion laws in the world.”,meter-false
342,“U.S. military arrests Michael Sussmann.”,meter-false
343,"The sale of more than 600,000 Wisconsin deer licenses shows that Wisconsin’s hunters are the “eighth largest army in the world.”",meter-false
344,Sen. Marsha Blackburn made a white power symbol at Ketanji Brown Jackson.,meter-false
345,The FBI lost Hunter Biden’s laptop.,meter-false
346,"""The US has made strides in reducing carbon emissions that other parts of the world have not.""",meter-true
347,"""Hillary Clinton spied on President Trump.""",meter-false
348,Video shows a Ukrainian fighter pilot shooting down a Russian plane.,meter-false
349,Photo shows Empire State Building lit up to support Ukraine.,meter-false
350,"Photos show “Ukrainian Christians pray outdoors, in the snow, for their country in this phase of war danger.”",meter-true
351,"""The latest with the Durham report is that the Clinton campaign … actually spied on the president of the United States.”",meter-false
352,“President Trump sanctioned Russia. President Biden gave them a pipeline.”,meter-false
353,"Video shows troops at the Ukraine-Russia border on Jan. 27, 2022.",meter-false
354,Four players have dropped out of the Australian Open with “chest pains.”,meter-false
355,“People are 7% poorer now because of Biden inflation.”,meter-false
356,"Rep. Kathy Castor, D-Fla., is a communist",meter-false
357,"""COVID-19 vaccines do not stop transmission of COVID, but instead increase it.”",meter-false
358,"Low gas prices in Russia, Kuwait and Saudi Arabia show that Joe Biden’s decision to cancel the Keystone Pipeline project is to blame for U.S. prices.",meter-false
359,Photo shows people recently protesting in Austria.,meter-false
360,Says Bill Gates is linked to the discovery of vials labeled “smallpox” at Pennsylvania lab.,meter-false
361,"“We became a net exporter of natural gas in 2017, and until recently, our exports have exceeded our imports.”",meter-true
362,“Farmers stand in silence at auction so a young man can buy back his family farmhouse.”,meter-false
363,“President Putin bans mandatory vaccinations in Russia.”,meter-false
364,"""Norfolk naval base has been taken by NATO.""",meter-false
365,There has been “no question of our credibility from our allies around the world” regarding how the U.S. is withdrawing from Afghanistan.,meter-true
366,"The U.S. is “now importing 800,000 barrels of oil from Russia,” but that could have been prevented if the Keystone XL pipeline hadn’t been cancelled.",meter-true
367,Says CNN and other news organizations tweeted that a journalist was executed in Kabul by Taliban fighters.,meter-false
368,"The number of children in seven countries “missing so far this year” range from 20,000 to 460,000.",meter-false
369,Says Denzel Washington left the Democratic Party because he’s “had it with the lies.”,meter-false
370,"People with the COVID-19 vaccine are being ""tracked in real time via 5G cellular, and all that data can be hacked into to track you.""",meter-false
371,“Gas prices highest in a decade. Worst jobs report in 2 decades. Highest inflation in 3 decades. Highest increase in illegal immigration in 4 decades.”,meter-false
372,Merriam-Webster recently changed its definition of “anti-vaxxer” to include people who oppose laws that mandate vaccination.,meter-false
373,"A video shows Kim Jong Un calling Joe Biden a ""thug,"" a ""coward,"" and ""mentally unstable"" in a speech.",meter-false
374,"“Covid-does NOT exist AS A VIRUS,” and Russian doctors performing autopsies on deceased COVID-19 patients violate a World Health Organization law",meter-false
375,Says Joe Biden executive orders caused price increases of 50 cents in gas and 10% in food.,meter-false
376,"""China was behind the interference and the effort to overthrow our government and the election, election fraud.""",meter-false
377,Says that the oil and gas industry comprises 35% of the Texas economy.,meter-true
378,Democrats “spent 4 years refusing to acknowledge Trump’s 2016 victory.”,meter-false
379,Photo shows Time magazine cover with Barack Obama that says “Treason.”,meter-false
380,Say a video shows “staffers stuffing ballots in flint mi”,meter-false
381,“Leftists” sent “Proud Boys” emails threatening Democratic voters.,meter-false
382,“James Comey has 50 counts of TREASON. And John Brennan has 48 counts of TREASON.”,meter-false
383,"“Trump denies fire assistance to California because they didn't vote for him, but helped Russia with their wildfires in Siberia.”",meter-false
