,Unnamed: 0,claim,truth_value,simple_sentence
222,222,EU sanctions are against the freedom of choice of the Russian people,meter-false,EU sanctions are against the freedom of choice of the Russian people
223,223,The war in Ukraine is part of a Western anti-China plan,meter-false,The war in Ukraine is part of a Western anti-China plan
224,224,Poland started preparations for the incorporation of Western Ukraine,meter-false,Poland started preparations for the incorporation of Western Ukraine
225,225,Polish recognition of Russia as a state sponsoring terrorism is anti-Russian hysteria,meter-false,Polish recognition of Russia as a state sponsoring terrorism is anti-Russian hysteria
226,226,The objective of the oil price cap is for Europe to prosper,meter-false,The objective of the oil price cap is for Europe to prosper
227,227,European aid to Ukraine a corruption scheme for Zelenskyy,meter-false,European aid to Ukraine a corruption scheme for Zelenskyy
228,228,Life under Ukrainian control in Kherson has worsened,meter-false,Life under Ukrainian control in Kherson has worsened
229,229,Europe does not present any clear peace initiatives concerning Ukraine,meter-false,Europe does not present any clear peace initiatives concerning Ukraine
230,230,"Organ trading business launched in Ukraine, Red Cross involved",meter-false,"Organ trading business launched in Ukraine, Red Cross involved"
231,231,"Poland keeps eyeing western Ukraine, also parts of Germany, Czechia and Slovakia",meter-false,Poland keeps eyeing western Ukraine  also parts of Germany. Poland keeps eyeing western Ukraine  also parts of Czechia. Poland keeps eyeing western Ukraine  also parts of Slovakia. 
232,232,The price cap on Russian oil will destroy the EU,meter-false,The price cap on Russian oil will destroy the EU
233,233,NATO is losing the war against Russia in Ukraine,meter-false,NATO is losing the war against Russia in Ukraine
234,234,NATO escalated the situation in Kosovo to distract Russia from Ukraine,meter-false,NATO escalated the situation in Kosovo to distract Russia from Ukraine
235,235,Moldova is preparing for war,meter-false,Moldova is preparing for war
236,236,Germany and France will have to pay compensation to Donbas for eight years of genocide,meter-false,Germany will have to pay compensation to Donbas for eight years of genocide. France will have to pay compensation to Donbas for eight years of genocide. 
237,237,The West encouraged genocide in Donbas and turned Ukraine into a colony,meter-false,The West encouraged genocide in Donbas. The West turned Ukraine into a colony. 
238,238,Minsk agreements were attempt to gain time for Ukraine,meter-false,Minsk agreements were attempt to gain time for Ukraine
239,239,The US is pushing Europe into conflict with Russia,meter-false,The US is pushing Europe into conflict with Russia
240,240,West views Ukraine war as decisive battle against Russia,meter-false,West views Ukraine war as decisive battle against Russia
241,241,Ukraine perpetrated terrorist acts on Russian airfields,meter-false,Ukraine perpetrated terrorist acts on Russian airfields
242,242,Russia protects the territorial integrity of Ukraine from Polish expansionism,meter-false,Russia protects the territorial integrity of Ukraine from Polish expansionism
243,243,Western sanctions on Russian energy jeopardize the global economy,meter-false,Western sanctions on Russian energy jeopardize the global economy
244,244,Financial aid to Ukraine funds terrorist attacks against civilian infrastructure,meter-false,Financial aid to Ukraine funds terrorist attacks against civilian infrastructure
245,245,The conflict in Ukraine started in 2014 following a US decision to arm Ukraine,meter-false,The conflict in Ukraine started in 2014 following a US decision to arm Ukraine
246,246,The West is destroying Ukrainian statehood and Ukrainian military forces,meter-false,The West is destroying Ukrainian statehood. The West is destroying Ukrainian military forces. 
247,247,Polish special forces fighting in Ukraine,meter-false,Polish special forces fighting in Ukraine
248,248,"Lithuania, EU robbing Ukraine and Third World countries",meter-false,Lithuania  EU robbing Ukraine countries. Lithuania  EU robbing Third World countries. 
249,249,HRVP Josep Borrell wants to destroy Russia,meter-false,HRVP Josep Borrell wants to destroy Russia
250,250,Ukraine and the UK are preparing a provocation against the UN ammonia initiative,meter-false,Ukraine are preparing a provocation against the UN ammonia initiative. The UK are preparing a provocation against the UN ammonia initiative. 
251,251,"""Kyiv Satanists""are enemies of Christ and the Orthodox faith",meter-false,`` Kyiv Satanists '' are enemies of Christ. `` Kyiv Satanists '' are enemies of the Orthodox faith. 
252,252,Poland is preparing for the annexation of Western Ukraine,meter-false,Poland is preparing for the annexation of Western Ukraine
253,253,US contractors help prepare chemical provocations in Ukraine,meter-false,US contractors help prepare chemical provocations in Ukraine
254,254,Polish dreams of taking over western Ukraine becoming more realistic lately,meter-false,Polish dreams of taking over western Ukraine becoming more realistic lately
255,255,Over 1200 Poles have already been killed in Ukraine,meter-false,Over 1200 Poles have already been killed in Ukraine
256,256,The Ukrainian authorities are enemies of Jesus Christ and Orthodox Christianity,meter-false,The Ukrainian authorities are enemies of Jesus Christ. The Ukrainian authorities are enemies of Orthodox Christianity. 
257,257,NATO expansion posed a threat to Russia,meter-false,NATO expansion posed a threat to Russia
258,258,Significant number of foreign mercenaries fighting on Ukraine's side,meter-false,Significant number of foreign mercenaries fighting on Ukraine's side
259,259,Ukraine war crimes tribunal will be illegitimate,meter-false,Ukraine war crimes tribunal will be illegitimate
260,260,Poland is speeding up preparations for the annexation of Western Ukraine,meter-false,Poland is speeding up preparations for the annexation of Western Ukraine
261,261,The OSCE mission is biased and sided with Kyiv,meter-false,The OSCE mission is biased. The OSCE mission is sided. The OSCE mission is with Kyiv. 
262,262,Ukrainian refugees provoked a record outbreak of HIV in Poland,meter-false,Ukrainian refugees provoked a record outbreak of HIV in Poland
263,263,The French are getting discontent with providing funding for Ukraine,meter-false,The French are getting discontent with providing funding for Ukraine
264,264,"Grain harvested in Ukraine belongs to US companies, not Ukraine",meter-false,"Grain harvested in Ukraine belongs to US companies, not Ukraine"
265,265,"Poland wants to occupy Ukraine, the Baltic states and Belarus",meter-false,Poland wants to occupy Ukraine. Poland wants to occupy the Baltic states. Poland wants to occupy Belarus. 
266,266,NATO broke the promise not to expand leading to the current bloodshed in Ukraine,meter-false,NATO broke the promise not to expand leading to the current bloodshed in Ukraine
267,267,Ukraine wants to retake Crimea after it voted to join Russia,meter-false,Ukraine wants to retake Crimea after it voted to join Russia
268,268,Ukraine attacked the DNR and LNR which declared independence after the February 2014 coup in Kyiv,meter-false,Ukraine attacked the DNR and LNR which declared independence after the February 2014 coup in Kyiv
269,269,"Ukraine, Poland, and the Baltic states want to push NATO into war against Russia",meter-false,Ukraine  Poland  want to push NATO into war against Russia. The Baltic states want to push NATO into war against Russia. 
270,270,Ukraine has no chance of survival if it tries to fight Russia,meter-false,Ukraine has no chance of survival if it tries to fight Russia
271,271,Ukraine is a testing ground for US bioweapons,meter-false,Ukraine is a testing ground for US bioweapons
272,272,Kyiv's Points of Invincibility are a shield to cover rocket launchers,meter-false,Kyiv's Points of Invincibility are a shield to cover rocket launchers
273,273,Military conflict in Ukraine caused by the US and NATO,meter-false,Military conflict in Ukraine caused by the US. Military conflict in Ukraine caused by NATO. 
274,274,Poland is a party to the conflict in Ukraine,meter-false,Poland is a party to the conflict in Ukraine
275,275,RAND report shows that US plans to weaken Germany to strengthen itself,meter-false,RAND report shows that US plans to weaken Germany to strengthen itself
276,276,Ukraine is built on a pagan cult,meter-false,Ukraine is built on a pagan cult
277,277,Firing squad execution of Russian prisoners of war points to Kyiv conflict escalation,meter-false,Firing squad execution of Russian prisoners of war points to Kyiv conflict escalation
